FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,MEASURE,Misura,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2005,22.9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2006,23.2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2007,21.5,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2008,23.3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2009,21.2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2010,28.4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2011,22.9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2012,24.2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2013,25,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2014,28.9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2015,22.3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2016,26.4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2017,22,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2018,31.7,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2019,33,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2020,32.1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2021,28.8,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2022,31.2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,31.9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,28.8,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2001,41,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2002,47,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2003,59,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2005,54,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2006,52,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2007,53,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2008,55,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2009,60,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2010,54,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2011,50,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2012,56,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2013,54,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2014,53,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2015,53,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2016,53,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2017,68,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2018,51,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2019,45,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2020,52,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2021,54,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2022,53,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2023,48,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2024,55,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2001,27.4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2002,31,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2003,31.3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2005,35.3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2006,33.4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2007,32,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2008,32.6,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2009,37,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2010,32.3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2011,32.5,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2012,33.5,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2013,35.6,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2014,34.3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2015,36.6,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2016,34.8,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2017,46.5,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2018,32.5,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2019,31.6,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2020,31.8,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2021,34.8,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2022,35.9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,37.6,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,37.1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2001,68,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2002,62,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2003,73,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2005,51,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2006,56,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2007,65,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2008,62,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2009,58,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2010,58,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2011,61,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2012,62,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2013,54,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2014,49,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2015,55,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2016,55,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2017,42,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2018,54,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2019,46,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2020,54,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2021,52,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2022,45,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2023,36,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2024,46,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2001,45.5,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2002,40.8,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2003,39,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2005,33.6,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2006,35.9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2007,39.1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2008,36.7,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2009,36,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2010,34.5,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2011,39.5,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2012,37.3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2013,35.6,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2014,32,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2015,38.3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2016,36.2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2017,28.5,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2018,34.1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2019,32.5,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2020,33.3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2021,33.4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2022,30.2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,28,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,30.9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2001,10,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2002,12,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2003,16,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2005,11,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2006,9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2007,12,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2008,9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2009,8,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2010,8,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2011,8,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2012,8,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2013,6,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2014,7,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2015,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2016,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2017,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2018,3,,
