FREQ,Frequenza,DATA_TYPE,Indicatore,MEASURE,Misura,SEX,Sesso,AGE,Età,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2011,25,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2012,25.3,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2013,23.2,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2014,22.4,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2015,23.1,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2016,22.4,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2017,21.6,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2018,22.4,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2019,21.5,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2020,23.2,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2021,20.6,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2022,22.4,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2023,21.4,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y55-59,55-59 anni,2024,21.4,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2001,19.1,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2002,18.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2003,20.7,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2005,19.5,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2006,20.2,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2007,19,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2008,22.1,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2009,22.3,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2010,20.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2011,21.3,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2012,19.3,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2013,19.9,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2014,19,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2015,20.4,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2016,20.7,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2017,19.3,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2018,18.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2019,18.7,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2020,20.3,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2021,20.5,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2022,20.7,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2023,19.7,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y60-64,60-64 anni,2024,20.5,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2001,13.1,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2002,13.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2003,12.6,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2005,12.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2006,12.6,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2007,12.9,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2008,12.5,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2009,14.4,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2010,13.7,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2011,13.9,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2012,14.3,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2013,13,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2014,12.7,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2015,13.5,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2016,14.5,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2017,12.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2018,13.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2019,14.9,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2020,14.4,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2021,15.1,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2022,15.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2023,15.6,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y65-74,65-74 anni,2024,15.3,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2001,6.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2002,5.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2003,6.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2005,5.4,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2006,5.6,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2007,5.9,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2008,5.3,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2009,5.7,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2010,6.2,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2011,5.7,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2012,5.3,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2013,5.1,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2014,4.7,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2015,5.3,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2016,5.1,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2017,5.1,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2018,5.5,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2019,5.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2020,5.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2021,5.3,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2022,5.8,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2023,5.5,,
A,Annuale,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,9,Totale,Y_GE75,75 anni e più,2024,6.8,,
